STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TOBS
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900101,0.7,0,0,38
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900102,0,0,0,26
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900103,0,0,0,28
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900104,0,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900105,0,0,0,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900106,0,0,0,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900107,0,0,0,23
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900108,0,0,0,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900109,0.7,-9999,-9999,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900110,0.1,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900111,0,0,0,35
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900112,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900113,0,0,0,22
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900114,0,0,0,22
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900115,0.3,-9999,-9999,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900116,0,0,0,31
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900117,0,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900118,0,0,0,53
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900119,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900120,0,0,0,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900121,0.7,-9999,1,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900122,0.2,0,0,33
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900123,0,0,0,30
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900124,0,0,0,34
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900125,0.2,0,0,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900126,0.5,0,0,39
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900127,0,0,0,28
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900128,0,0,0,43
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900129,0,0,0,32
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900130,1.6,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900131,0,0,0,27
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900201,0,0,0,27
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900202,0,0,0,50
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900203,0.1,0,0,28
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900204,0.12,0,0,37
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900205,0,0,0,19
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900206,0,0,0,31
GHCND:USC00282768,ESSEX FELLS SERV BUILDING NJ US,19900207,0,0,0,35
